0, 9383
1, 886
2, 2777
3, 6915
4, 7793
5, 8335
6, 5386
7, 492
8, 6649
9, 1421
10, 2362
11, 27
12, 8690
13, 59
14, 7763
15, 3926
16, 540
17, 3426
18, 9172
19, 5736
20, 5211
21, 5368
22, 2567
23, 6429
24, 5782
25, 1530
26, 2862
27, 5123
28, 4067
29, 3135
30, 3929
31, 9802
32, 4022
33, 3058
34, 3069
35, 8167
36, 1393
37, 8456
38, 5011
39, 8042
40, 6229
41, 7373
42, 4421
43, 4919
44, 3784
45, 8537
46, 5198
47, 4324
48, 8315
49, 4370
50, 6413
51, 3526
52, 6091
53, 8980
54, 9956
55, 1873
56, 6862
57, 9170
58, 6996
59, 7281
60, 2305
61, 925
62, 7084
63, 6327
64, 336
65, 6505
66, 846
67, 1729
68, 1313
69, 5857
70, 6124
71, 3895
72, 9582
73, 545
74, 8814
75, 3367
76, 5434
77, 364
78, 4043
79, 3750
80, 1087
81, 6808
82, 7276
83, 7178
84, 5788
85, 3584
86, 5403
87, 2651
88, 2754
89, 2399
90, 9932
91, 5060
92, 9676
93, 3368
94, 7739
95, 12
96, 6226
97, 8586
98, 8094
99, 7539
100, 795
101, 570
102, 1434
103, 378
104, 7467
105, 6601
106, 97
107, 2902
108, 3317
109, 492
110, 6652
111, 756
112, 7301
113, 280
114, 4286
115, 9441
116, 3865
117, 9689
118, 8444
119, 6619
120, 8440
121, 4729
122, 8031
123, 8117
124, 8097
125, 5771
126, 4481
127, 675
128, 709
129, 8927
130, 4567
131, 7856
132, 9497
133, 2353
134, 4586
135, 6965
136, 5306
137, 4683
138, 6219
139, 8624
140, 1528
141, 2871
142, 5732
143, 8829
144, 9503
145, 19
146, 8270
147, 3368
148, 9708
149, 6715
150, 6340
151, 8149
152, 7796
153, 723
154, 2618
155, 2245
156, 2846
157, 3451
158, 2921
159, 3555
160, 2379
161, 7488
162, 7764
163, 8228
164, 9841
165, 2350
166, 5193
167, 1500
168, 7034
169, 7764
170, 124
171, 4914
172, 6987
173, 5856
174, 3743
175, 6491
176, 2227
177, 8365
178, 9859
179, 1936
180, 1432
181, 2551
182, 6437
183, 9228
184, 3275
185, 5407
186, 1474
187, 6121
188, 8858
189, 4395
190, 6029
191, 1237
192, 8235
193, 3793
194, 5818
195, 4428
196, 6143
197, 1011
198, 5928
199, 9529
200, 8776
201, 2404
202, 4443
203, 5763
204, 4613
205, 4538
206, 8606
207, 6840
208, 2904
209, 4818
210, 5128
211, 688
212, 7369
213, 7917
214, 9917
215, 6996
216, 3324
217, 7743
218, 9470
219, 2183
220, 8490
221, 5499
222, 9772
223, 6725
224, 5644
225, 5590
226, 7505
227, 8139
228, 2954
229, 9786
230, 7669
231, 8082
232, 8542
233, 8464
234, 197
235, 9507
236, 9355
237, 8804
238, 6348
239, 8611
240, 3622
241, 7828
242, 9299
243, 7343
244, 5746
245, 5568
246, 4340
247, 5422
248, 3311
249, 3810
250, 7605
251, 1801
252, 5661
253, 3730
254, 4878
255, 1305
256, 9320
257, 8736
258, 9444
259, 8626
260, 8522
261, 3465
262, 6708
263, 3416
264, 8282
265, 3258
266, 2924
267, 7637
268, 2062
269, 5624
270, 2600
271, 2036
272, 3452
273, 1899
274, 9379
275, 5550
276, 7468
277, 71
278, 973
279, 7131
280, 3881
281, 4930
282, 8933
283, 5894
284, 8660
285, 163
286, 7199
287, 7981
288, 8899
289, 2996
290, 2959
291, 3773
292, 2813
293, 9668
294, 7190
295, 1095
296, 2926
297, 6466
298, 5084
299, 1340
300, 2090
301, 7684
302, 3376
303, 5542
304, 5936
305, 9107
306, 7445
307, 9756
308, 9179
309, 8418
310, 6887
311, 9412
312, 3348
313, 2172
314, 1659
315, 2009
316, 2336
317, 5210
318, 6342
319, 7587
320, 8206
321, 9301
322, 7713
323, 7372
324, 5321
325, 1255
326, 4819
327, 4599
328, 7721
329, 9904
330, 5939
331, 9811
332, 3940
333, 5667
334, 1705
335, 6228
336, 1127
337, 9150
338, 5984
339, 6658
340, 3920
341, 9224
342, 2422
343, 7269
344, 1396
345, 4081
346, 5630
347, 84
348, 9292
349, 1972
350, 7672
351, 3850
352, 7625
353, 5385
354, 1222
355, 9299
356, 6640
357, 6042
358, 3898
359, 713
360, 2298
361, 6190
362, 524
363, 2590
364, 8209
365, 8581
366, 8819
367, 9336
368, 7732
369, 1155
370, 5994
371, 8004
372, 379
373, 4769
374, 5273
375, 1776
376, 8850
377, 7255
378, 1860
379, 8142
380, 5579
381, 5884
382, 1993
383, 3205
384, 7621
385, 9567
386, 2504
387, 613
388, 1961
389, 2754
390, 1326
391, 4259
392, 8944
393, 8202
394, 3202
395, 3506
396, 6784
397, 2021
398, 2842
399, 868
400, 9528
401, 5189
402, 8872
403, 9908
404, 9958
405, 498
406, 8036
407, 8808
408, 7753
409, 6248
410, 3303
411, 3333
412, 2133
413, 1648
414, 2890
415, 9754
416, 7567
417, 1746
418, 368
419, 9529
420, 4500
421, 8046
422, 3788
423, 9797
424, 6249
425, 6990
426, 3303
427, 3033
428, 5363
429, 2497
430, 253
431, 4892
432, 7686
433, 9125
434, 1152
435, 3996
436, 5975
437, 9188
438, 9157
439, 3729
440, 5436
441, 2460
442, 3414
443, 3921
444, 460
445, 6304
446, 28
447, 8027
448, 8050
449, 6748
450, 7556
451, 8902
452, 4794
453, 7697
454, 8699
455, 1043
456, 1039
457, 2002
458, 428
459, 6403
460, 4500
461, 681
462, 7647
463, 8538
464, 6159
465, 5151
466, 2535
467, 2134
468, 4339
469, 1692
470, 2215
471, 6127
472, 504
473, 5629
474, 49
475, 964
476, 8285
477, 6429
478, 5343
479, 6335
480, 3177
481, 2900
482, 5238
483, 7971
484, 6949
485, 289
486, 5367
487, 7988
488, 2292
489, 5795
490, 743
491, 3144
492, 2829
493, 8390
494, 1682
495, 5340
496, 3541
497, 569
498, 3826
499, 4232
500, 2261
501, 6042
502, 360
503, 9117
504, 8023
505, 6761
506, 81
507, 6309
508, 3190
509, 5425
510, 8996
511, 6367
512, 4677
513, 4234
514, 690
515, 1626
516, 4524
517, 6057
518, 9614
519, 3168
520, 8205
521, 358
522, 6312
523, 7386
524, 5100
525, 4346
526, 2726
527, 4994
528, 4916
529, 6552
530, 5578
531, 3529
532, 8946
533, 2290
534, 2647
535, 6970
536, 9051
537, 9080
538, 9631
539, 8593
540, 857
541, 8627
542, 1312
543, 1886
544, 9214
545, 8355
546, 3512
547, 90
548, 4412
549, 9479
550, 9610
551, 8969
552, 6189
553, 2274
554, 6355
555, 7641
556, 6620
557, 5433
558, 8987
559, 7888
560, 8338
561, 4566
562, 7770
563, 7284
564, 6856
565, 417
566, 606
567, 2260
568, 5849
569, 237
570, 7205
571, 3059
572, 5217
573, 8518
574, 4945
575, 783
576, 6873
577, 8458
578, 873
579, 7637
580, 4289
581, 483
582, 6607
583, 478
584, 2757
585, 9314
