0, 3351
1, 7754
2, 5740
3, 4534
4, 2886
5, 457
6, 790
7, 2915
8, 9790
9, 2298
10, 9006
11, 3866
12, 2296
13, 1456
14, 5386
15, 9258
16, 7394
17, 2379
18, 7715
19, 6882
20, 7920
21, 9580
22, 1373
23, 5908
24, 2817
25, 3813
26, 3073
27, 5147
28, 9077
29, 4665
30, 7428
31, 3749
32, 9981
33, 7759
34, 3286
35, 2216
36, 3080
37, 8295
38, 4114
39, 4283
40, 837
41, 9172
42, 6348
43, 1893
44, 9639
45, 4516
46, 5067
47, 6318
48, 6629
49, 8821
50, 1605
51, 2264
52, 2729
53, 2007
54, 7649
55, 6570
56, 9165
57, 6441
58, 9334
59, 7607
60, 1996
61, 4161
62, 4263
63, 8492
64, 3880
65, 3937
66, 603
67, 3347
68, 6053
69, 5169
70, 7690
71, 7701
72, 9621
73, 6323
74, 1604
75, 2072
76, 7
77, 7983
78, 536
79, 8678
80, 7067
81, 4715
82, 8718
83, 1113
84, 8142
85, 6508
86, 8826
87, 9541
88, 2019
89, 1218
90, 6501
91, 681
92, 1611
93, 5527
94, 8702
95, 150
96, 1793
97, 1746
98, 7938
99, 1820
100, 11
101, 3901
102, 1025
103, 705
104, 2635
105, 9715
106, 4218
107, 303
108, 1829
109, 1703
110, 8148
111, 2198
112, 8289
113, 4965
114, 2605
115, 3869
116, 8471
117, 5918
118, 7613
119, 6711
120, 3947
121, 111
122, 8815
123, 7192
124, 2000
125, 6747
126, 6340
127, 9152
128, 333
129, 1562
130, 3612
131, 6074
132, 5894
133, 5165
134, 3279
135, 2279
136, 3651
137, 8556
138, 4053
139, 7759
140, 6969
141, 6464
142, 5582
143, 7627
144, 2400
145, 5778
146, 5808
147, 5796
148, 1551
149, 9916
150, 852
151, 7887
152, 9234
153, 4650
154, 3668
155, 2257
156, 8028
157, 7039
158, 2257
159, 9129
160, 3246
161, 1504
162, 9790
163, 647
164, 6632
165, 3952
166, 6812
167, 8814
168, 9272
169, 8477
170, 1939
171, 8377
172, 8041
173, 5317
174, 3443
175, 8772
176, 9735
177, 4131
178, 6048
179, 6878
180, 1386
181, 3431
182, 4568
183, 5732
184, 9338
185, 6910
186, 874
187, 8891
188, 1854
189, 9031
190, 1717
191, 9703
192, 5160
193, 165
194, 468
195, 139
196, 2943
197, 4684
198, 9933
199, 8536
200, 1218
201, 2010
202, 6302
203, 199
204, 5095
205, 7213
206, 8017
207, 3366
208, 9562
209, 3571
210, 7217
211, 6587
212, 2873
213, 8094
214, 1883
215, 6940
216, 4694
217, 885
218, 9371
219, 8530
220, 7548
221, 270
222, 8269
223, 1871
224, 9350
225, 7145
226, 5811
227, 7474
228, 4524
229, 3047
230, 7533
231, 3132
232, 3753
233, 849
234, 8670
235, 453
236, 2882
237, 5357
238, 2135
239, 8159
240, 4373
241, 2410
242, 6258
243, 3771
244, 451
245, 4344
246, 7612
247, 6895
248, 2742
249, 1983
250, 2693
251, 9114
252, 153
253, 1715
254, 4123
255, 8990
256, 6874
257, 9791
258, 5027
259, 9623
260, 2068
261, 2274
262, 1314
263, 7999
264, 4893
265, 1483
266, 2908
267, 5539
268, 7988
269, 9546
270, 8734
271, 1148
272, 4030
273, 7876
274, 6055
275, 2343
276, 3432
277, 9901
278, 5915
279, 8251
280, 8101
281, 9951
282, 7185
283, 4868
284, 2757
285, 942
286, 4232
287, 6967
288, 7152
289, 2176
290, 6309
291, 7483
292, 1589
293, 6411
294, 6283
295, 327
296, 6646
297, 3288
298, 8271
299, 9157
300, 9002
301, 1837
302, 3455
303, 9225
304, 3621
305, 6194
306, 4655
307, 5436
308, 8256
309, 818
310, 2980
311, 1419
312, 4100
313, 9150
314, 4848
315, 5394
316, 141
317, 8159
318, 9072
319, 7276
320, 2262
321, 385
322, 7936
323, 9533
324, 9955
325, 8424
326, 1945
327, 5884
328, 522
329, 8657
330, 5440
331, 1985
332, 8305
333, 8145
334, 5216
335, 1241
336, 6836
337, 8476
338, 1613
339, 1514
340, 9140
341, 1632
342, 5800
